pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order,mastery
7,17,54,2,0,,
7,17,114,2,0,,
7,17,175,2,0,,
7,17,193,2,0,,
7,17,243,2,0,,
7,17,252,2,0,,
7,17,281,2,0,,
7,17,287,2,0,,
7,17,300,2,0,,
7,17,323,2,0,,
7,17,330,2,0,,
7,17,362,2,0,,
7,17,392,2,0,,
7,17,396,2,0,,
7,17,406,2,0,,
7,17,453,2,0,,
7,17,518,3,0,,
7,17,57,4,0,,
7,17,58,4,0,,
7,17,59,4,0,,
7,17,92,4,0,,
7,17,104,4,0,,
7,17,127,4,0,,
7,17,156,4,0,,
7,17,164,4,0,,
7,17,182,4,0,,
7,17,207,4,0,,
7,17,213,4,0,,
7,17,214,4,0,,
7,17,216,4,0,,
7,17,218,4,0,,
7,17,237,4,0,,
7,17,240,4,0,,
7,17,258,4,0,,
7,17,263,4,0,,
7,17,280,4,0,,
7,17,317,4,0,,
7,17,360,4,0,,
7,17,374,4,0,,
7,17,496,4,0,,
7,17,503,4,0,,
7,17,526,4,0,,
7,17,590,4,0,,
8,17,33,1,1,1.0,
8,17,39,1,1,2.0,
8,17,55,1,1,3.0,
8,17,39,1,4,,
8,17,55,1,7,,
8,17,110,1,10,,
8,17,145,1,13,,
8,17,44,1,17,,
8,17,229,1,21,,
8,17,182,1,25,,
8,17,352,1,29,,
8,17,401,1,33,,
8,17,130,1,37,,
8,17,334,1,41,,
8,17,240,1,45,,
8,17,56,1,49,,
8,17,518,3,0,,
8,17,57,4,0,,
8,17,58,4,0,,
8,17,59,4,0,,
8,17,92,4,0,,
8,17,104,4,0,,
8,17,127,4,0,,
8,17,156,4,0,,
8,17,164,4,0,,
8,17,182,4,0,,
8,17,207,4,0,,
8,17,213,4,0,,
8,17,214,4,0,,
8,17,216,4,0,,
8,17,218,4,0,,
8,17,237,4,0,,
8,17,240,4,0,,
8,17,258,4,0,,
8,17,263,4,0,,
8,17,280,4,0,,
8,17,317,4,0,,
8,17,360,4,0,,
8,17,374,4,0,,
8,17,496,4,0,,
8,17,503,4,0,,
8,17,526,4,0,,
8,17,590,4,0,,
9,17,33,1,1,2.0,
9,17,39,1,1,3.0,
9,17,55,1,1,4.0,
9,17,110,1,1,5.0,
9,17,430,1,1,1.0,
9,17,39,1,4,,
9,17,55,1,7,,
9,17,110,1,10,,
9,17,145,1,13,,
9,17,44,1,17,,
9,17,229,1,21,,
9,17,182,1,25,,
9,17,352,1,29,,
9,17,401,1,33,,
9,17,130,1,40,,
9,17,334,1,47,,
9,17,240,1,54,,
9,17,56,1,60,,
9,17,308,3,0,,
9,17,518,3,0,,
9,17,46,4,0,,
9,17,57,4,0,,
9,17,58,4,0,,
9,17,59,4,0,,
9,17,63,4,0,,
9,17,89,4,0,,
9,17,92,4,0,,
9,17,104,4,0,,
9,17,127,4,0,,
9,17,156,4,0,,
9,17,157,4,0,,
9,17,164,4,0,,
9,17,182,4,0,,
9,17,207,4,0,,
9,17,213,4,0,,
9,17,214,4,0,,
9,17,216,4,0,,
9,17,218,4,0,,
9,17,237,4,0,,
9,17,240,4,0,,
9,17,258,4,0,,
9,17,263,4,0,,
9,17,280,4,0,,
9,17,317,4,0,,
9,17,360,4,0,,
9,17,374,4,0,,
9,17,399,4,0,,
9,17,411,4,0,,
9,17,416,4,0,,
9,17,430,4,0,,
9,17,479,4,0,,
9,17,496,4,0,,
9,17,503,4,0,,
9,17,523,4,0,,
9,17,525,4,0,,
9,17,526,4,0,,
9,17,590,4,0,,
10,17,33,1,1,1.0,
10,17,81,1,1,2.0,
10,17,450,1,9,,
11,17,106,1,0,,
11,17,106,1,1,,
12,17,16,1,0,,
12,17,16,1,1,1.0,
12,17,93,1,1,2.0,
12,17,93,1,11,,
12,17,77,1,13,1.0,
12,17,78,1,13,2.0,
12,17,79,1,13,3.0,
12,17,60,1,17,,
12,17,318,1,19,,
12,17,48,1,23,,
12,17,219,1,25,,
12,17,18,1,29,,
12,17,405,1,31,,
12,17,476,1,35,,
12,17,445,1,37,,
12,17,366,1,41,,
12,17,403,1,43,,
12,17,483,1,47,,
12,17,63,4,0,,
12,17,76,4,0,,
12,17,92,4,0,,
12,17,94,4,0,,
12,17,104,4,0,,
12,17,138,4,0,,
12,17,156,4,0,,
12,17,164,4,0,,
12,17,168,4,0,,
12,17,182,4,0,,
12,17,207,4,0,,
12,17,213,4,0,,
12,17,214,4,0,,
12,17,216,4,0,,
12,17,218,4,0,,
12,17,219,4,0,,
12,17,237,4,0,,
12,17,240,4,0,,
12,17,241,4,0,,
12,17,244,4,0,,
12,17,247,4,0,,
12,17,263,4,0,,
12,17,332,4,0,,
12,17,355,4,0,,
12,17,369,4,0,,
12,17,412,4,0,,
12,17,416,4,0,,
12,17,474,4,0,,
12,17,496,4,0,,
12,17,512,4,0,,
12,17,590,4,0,,
12,17,611,4,0,,
13,17,40,1,1,1.0,
13,17,81,1,1,2.0,
13,17,450,1,9,,
14,17,106,1,0,,
14,17,106,1,1,,
15,17,41,1,0,,
15,17,31,1,1,2.0,
15,17,41,1,1,1.0,
15,17,31,1,11,,
15,17,99,1,14,,
15,17,228,1,17,,
15,17,116,1,20,,
15,17,474,1,23,,
15,17,372,1,26,,
15,17,390,1,29,,
15,17,42,1,32,,
15,17,398,1,35,,
15,17,97,1,38,,
15,17,283,1,41,,
15,17,565,1,44,,
15,17,14,4,0,,
15,17,63,4,0,,
15,17,76,4,0,,
15,17,92,4,0,,
15,17,104,4,0,,
15,17,156,4,0,,
15,17,164,4,0,,
15,17,168,4,0,,
15,17,182,4,0,,
15,17,188,4,0,,
15,17,206,4,0,,
15,17,207,4,0,,
15,17,213,4,0,,
15,17,214,4,0,,
15,17,216,4,0,,
15,17,218,4,0,,
15,17,237,4,0,,
15,17,241,4,0,,
15,17,263,4,0,,
15,17,280,4,0,,
15,17,332,4,0,,
15,17,355,4,0,,
15,17,369,4,0,,
15,17,371,4,0,,
15,17,398,4,0,,
15,17,404,4,0,,
15,17,416,4,0,,
15,17,474,4,0,,
15,17,496,4,0,,
15,17,512,4,0,,
15,17,590,4,0,,
15,17,611,4,0,,
15,17,693,4,0,,
16,17,33,1,1,,
16,17,28,1,5,,
16,17,16,1,9,,
16,17,98,1,13,,
16,17,18,1,17,,
16,17,239,1,21,,
16,17,297,1,25,,
16,17,97,1,29,,
16,17,17,1,33,,
16,17,355,1,37,,
16,17,366,1,41,,
16,17,119,1,45,,
16,17,403,1,49,,
16,17,542,1,53,,
16,17,185,2,0,,
16,17,193,2,0,,
16,17,211,2,0,,
16,17,228,2,0,,
16,17,253,2,0,,
16,17,314,2,0,,
16,17,403,2,0,,
16,17,413,2,0,,
16,17,432,2,0,,
16,17,19,4,0,,
16,17,92,4,0,,
16,17,104,4,0,,
16,17,156,4,0,,
16,17,164,4,0,,
16,17,168,4,0,,
16,17,182,4,0,,
16,17,207,4,0,,
16,17,211,4,0,,
16,17,213,4,0,,
16,17,214,4,0,,
16,17,216,4,0,,
16,17,218,4,0,,
16,17,237,4,0,,
16,17,240,4,0,,
16,17,241,4,0,,
16,17,263,4,0,,
16,17,332,4,0,,
16,17,355,4,0,,
16,17,369,4,0,,
16,17,496,4,0,,
16,17,526,4,0,,
16,17,590,4,0,,
17,17,16,1,1,3.0,
17,17,28,1,1,2.0,
17,17,33,1,1,1.0,
17,17,28,1,5,,
17,17,16,1,9,,
17,17,98,1,13,,
17,17,18,1,17,,
17,17,239,1,22,,
17,17,297,1,27,,
17,17,97,1,32,,
17,17,17,1,37,,
17,17,355,1,42,,
17,17,366,1,47,,
17,17,119,1,52,,
17,17,403,1,57,,
17,17,542,1,62,,
17,17,19,4,0,,
17,17,92,4,0,,
17,17,104,4,0,,
17,17,156,4,0,,
17,17,164,4,0,,
17,17,168,4,0,,
17,17,182,4,0,,
17,17,207,4,0,,
17,17,211,4,0,,
17,17,213,4,0,,
17,17,214,4,0,,
17,17,216,4,0,,
17,17,218,4,0,,
17,17,237,4,0,,
17,17,240,4,0,,
17,17,241,4,0,,
17,17,263,4,0,,
17,17,332,4,0,,
17,17,355,4,0,,
17,17,369,4,0,,
17,17,496,4,0,,
17,17,526,4,0,,
17,17,590,4,0,,
18,17,16,1,1,4.0,
18,17,28,1,1,3.0,
18,17,33,1,1,2.0,
18,17,98,1,1,5.0,
18,17,542,1,1,1.0,
18,17,28,1,5,,
18,17,16,1,9,,
18,17,98,1,13,,
18,17,18,1,17,,
18,17,239,1,22,,
18,17,297,1,27,,
18,17,97,1,32,,
18,17,17,1,38,,
18,17,355,1,44,,
18,17,366,1,50,,
18,17,119,1,56,,
18,17,403,1,62,,
18,17,542,1,68,,
18,17,19,4,0,,
18,17,63,4,0,,
18,17,92,4,0,,
18,17,104,4,0,,
18,17,156,4,0,,
18,17,164,4,0,,
18,17,168,4,0,,
18,17,182,4,0,,
18,17,207,4,0,,
18,17,211,4,0,,
18,17,213,4,0,,
18,17,214,4,0,,
18,17,216,4,0,,
18,17,218,4,0,,
18,17,237,4,0,,
18,17,240,4,0,,
18,17,241,4,0,,
18,17,263,4,0,,
18,17,332,4,0,,
18,17,355,4,0,,
18,17,369,4,0,,
18,17,416,4,0,,
18,17,496,4,0,,
18,17,526,4,0,,
18,17,590,4,0,,
19,17,33,1,1,1.0,
19,17,39,1,1,2.0,
19,17,98,1,4,,
19,17,116,1,7,,
19,17,44,1,10,,
19,17,228,1,13,,
19,17,158,1,16,,
19,17,372,1,19,,
19,17,242,1,22,,
19,17,389,1,25,,
19,17,162,1,28,,
19,17,38,1,31,,
19,17,283,1,34,,
19,17,44,2,0,,
19,17,68,2,0,,
19,17,103,2,0,,
19,17,154,2,0,,
19,17,172,2,0,,
19,17,179,2,0,,
19,17,253,2,0,,
19,17,279,2,0,,
19,17,382,2,0,,
19,17,387,2,0,,
19,17,515,2,0,,
19,17,58,4,0,,
19,17,59,4,0,,
19,17,85,4,0,,
19,17,86,4,0,,
19,17,87,4,0,,
19,17,92,4,0,,
19,17,104,4,0,,
19,17,156,4,0,,
19,17,164,4,0,,
19,17,168,4,0,,
19,17,182,4,0,,
19,17,207,4,0,,
19,17,213,4,0,,
19,17,214,4,0,,
19,17,216,4,0,,
19,17,218,4,0,,
19,17,237,4,0,,
19,17,240,4,0,,
19,17,241,4,0,,
19,17,247,4,0,,
19,17,263,4,0,,
19,17,269,4,0,,
19,17,369,4,0,,
19,17,447,4,0,,
19,17,451,4,0,,
19,17,496,4,0,,
19,17,526,4,0,,
19,17,528,4,0,,
19,17,590,4,0,,
20,17,184,1,0,,
20,17,14,1,1,2.0,
20,17,33,1,1,3.0,
20,17,39,1,1,4.0,
20,17,98,1,1,5.0,
20,17,116,1,1,6.0,
20,17,184,1,1,1.0,
20,17,98,1,4,,
20,17,116,1,7,,
20,17,44,1,10,,
20,17,228,1,13,,
20,17,158,1,16,,
20,17,372,1,19,,
20,17,242,1,24,,
20,17,389,1,29,,
20,17,162,1,34,,
20,17,38,1,39,,
20,17,283,1,44,,
20,17,14,4,0,,
20,17,46,4,0,,
20,17,58,4,0,,
20,17,59,4,0,,
20,17,63,4,0,,
20,17,85,4,0,,
20,17,86,4,0,,
20,17,87,4,0,,
20,17,92,4,0,,
20,17,104,4,0,,
20,17,156,4,0,,
20,17,164,4,0,,
20,17,168,4,0,,
20,17,182,4,0,,
20,17,207,4,0,,
20,17,213,4,0,,
20,17,214,4,0,,
20,17,216,4,0,,
20,17,218,4,0,,
20,17,237,4,0,,
20,17,240,4,0,,
20,17,241,4,0,,
20,17,247,4,0,,
20,17,263,4,0,,
20,17,269,4,0,,
20,17,369,4,0,,
20,17,416,4,0,,
20,17,447,4,0,,
20,17,451,4,0,,
20,17,496,4,0,,
20,17,526,4,0,,
20,17,528,4,0,,
20,17,590,4,0,,
21,17,45,1,1,2.0,
21,17,64,1,1,1.0,
21,17,43,1,4,,
21,17,228,1,8,,
21,17,31,1,11,,
21,17,332,1,15,,
21,17,119,1,18,,
21,17,372,1,22,,
21,17,97,1,25,,
21,17,116,1,29,,
21,17,355,1,32,,
21,17,65,1,36,,
21,17,13,2,0,,
21,17,18,2,0,,
21,17,98,2,0,,
21,17,143,2,0,,
21,17,161,2,0,,
21,17,184,2,0,,
21,17,185,2,0,,
21,17,211,2,0,,
21,17,253,2,0,,
21,17,297,2,0,,
21,17,310,2,0,,
21,17,19,4,0,,
21,17,92,4,0,,
21,17,104,4,0,,
21,17,156,4,0,,
21,17,164,4,0,,
21,17,168,4,0,,
21,17,182,4,0,,
21,17,206,4,0,,
21,17,207,4,0,,
21,17,211,4,0,,
21,17,213,4,0,,
21,17,214,4,0,,
21,17,216,4,0,,
21,17,218,4,0,,
21,17,237,4,0,,
21,17,240,4,0,,
21,17,241,4,0,,
21,17,263,4,0,,
21,17,332,4,0,,
21,17,355,4,0,,
21,17,369,4,0,,
21,17,496,4,0,,
21,17,497,4,0,,
21,17,526,4,0,,
21,17,590,4,0,,
22,17,43,1,1,5.0,
22,17,45,1,1,4.0,
22,17,64,1,1,3.0,
22,17,228,1,1,6.0,
22,17,365,1,1,2.0,
22,17,529,1,1,1.0,
22,17,43,1,4,,
22,17,228,1,8,,
22,17,31,1,11,,
22,17,332,1,15,,
22,17,119,1,18,,
22,17,372,1,23,,
22,17,97,1,27,,
22,17,116,1,32,,
22,17,355,1,36,,
22,17,65,1,41,,
22,17,529,1,45,,
22,17,19,4,0,,
22,17,63,4,0,,
22,17,92,4,0,,
22,17,104,4,0,,
22,17,156,4,0,,
22,17,164,4,0,,
22,17,168,4,0,,
22,17,182,4,0,,
22,17,206,4,0,,
22,17,207,4,0,,
22,17,211,4,0,,
22,17,213,4,0,,
22,17,214,4,0,,
22,17,216,4,0,,
22,17,218,4,0,,
22,17,237,4,0,,
22,17,240,4,0,,
22,17,241,4,0,,
22,17,263,4,0,,
22,17,332,4,0,,
22,17,355,4,0,,
22,17,369,4,0,,
22,17,416,4,0,,
22,17,496,4,0,,
22,17,497,4,0,,
22,17,526,4,0,,
22,17,590,4,0,,
23,17,35,1,1,1.0,
23,17,43,1,1,2.0,
23,17,40,1,4,,
23,17,44,1,9,,
23,17,137,1,12,,
23,17,103,1,17,,
23,17,51,1,20,,
23,17,254,1,25,1.0,
23,17,255,1,25,3.0,
23,17,256,1,25,2.0,
23,17,491,1,28,,
23,17,426,1,33,,
23,17,380,1,36,,
23,17,562,1,38,,
23,17,114,1,41,,
23,17,489,1,44,,
23,17,441,1,49,,
23,17,21,2,0,,
23,17,50,2,0,,
23,17,180,2,0,,
23,17,184,2,0,,
23,17,228,2,0,,
23,17,231,2,0,,
23,17,251,2,0,,
23,17,289,2,0,,
23,17,305,2,0,,
23,17,342,2,0,,
23,17,389,2,0,,
23,17,415,2,0,,
23,17,89,4,0,,
23,17,92,4,0,,
23,17,104,4,0,,
23,17,156,4,0,,
23,17,157,4,0,,
23,17,164,4,0,,
23,17,168,4,0,,
23,17,182,4,0,,
23,17,188,4,0,,
23,17,207,4,0,,
23,17,213,4,0,,
23,17,214,4,0,,
23,17,216,4,0,,
23,17,218,4,0,,
23,17,237,4,0,,
23,17,240,4,0,,
23,17,241,4,0,,
23,17,259,4,0,,
23,17,263,4,0,,
23,17,317,4,0,,
23,17,371,4,0,,
23,17,398,4,0,,
23,17,399,4,0,,
23,17,474,4,0,,
23,17,482,4,0,,
23,17,496,4,0,,
23,17,523,4,0,,
23,17,590,4,0,,
23,17,611,4,0,,
23,17,693,4,0,,
24,17,242,1,0,,
24,17,35,1,1,5.0,
24,17,40,1,1,7.0,
24,17,43,1,1,6.0,
24,17,44,1,1,8.0,
24,17,242,1,1,1.0,
24,17,422,1,1,3.0,
24,17,423,1,1,2.0,
24,17,424,1,1,4.0,
24,17,40,1,4,,
24,17,44,1,9,,
24,17,137,1,12,,
24,17,103,1,17,,
24,17,51,1,20,,
24,17,254,1,27,1.0,
24,17,255,1,27,3.0,
24,17,256,1,27,2.0,
24,17,491,1,32,,
24,17,426,1,39,,
24,17,380,1,44,,
24,17,562,1,48,,
24,17,114,1,51,,
24,17,489,1,56,,
24,17,441,1,63,,
24,17,63,4,0,,
24,17,89,4,0,,
24,17,92,4,0,,
24,17,104,4,0,,
24,17,156,4,0,,
24,17,157,4,0,,
24,17,164,4,0,,
24,17,168,4,0,,
24,17,182,4,0,,
24,17,188,4,0,,
24,17,207,4,0,,
24,17,213,4,0,,
24,17,214,4,0,,
24,17,216,4,0,,
24,17,218,4,0,,
24,17,237,4,0,,
24,17,240,4,0,,
24,17,241,4,0,,
24,17,259,4,0,,
24,17,263,4,0,,
24,17,317,4,0,,
24,17,371,4,0,,
24,17,398,4,0,,
24,17,399,4,0,,
24,17,416,4,0,,
24,17,474,4,0,,
24,17,482,4,0,,
24,17,496,4,0,,
24,17,523,4,0,,
24,17,525,4,0,,
24,17,590,4,0,,
24,17,611,4,0,,
24,17,693,4,0,,
25,17,39,1,1,1.0,
25,17,84,1,1,2.0,
25,17,45,1,5,,
25,17,589,1,7,,
25,17,98,1,10,,
25,17,486,1,13,,
25,17,86,1,18,,
25,17,364,1,21,,
25,17,104,1,23,,
25,17,209,1,26,,
25,17,609,1,29,,
25,17,435,1,34,,
25,17,21,1,37,,
25,17,85,1,42,,
25,17,97,1,45,,
25,17,528,1,50,,
25,17,113,1,53,,
25,17,87,1,58,,
25,17,344,3,0,,
25,17,85,4,0,,
25,17,86,4,0,,
25,17,87,4,0,,
25,17,92,4,0,,
25,17,104,4,0,,
25,17,113,4,0,,
25,17,156,4,0,,
25,17,164,4,0,,
25,17,182,4,0,,
25,17,207,4,0,,
25,17,213,4,0,,
25,17,214,4,0,,
25,17,216,4,0,,
25,17,218,4,0,,
25,17,237,4,0,,
25,17,240,4,0,,
25,17,263,4,0,,
25,17,280,4,0,,
25,17,374,4,0,,
25,17,447,4,0,,
25,17,451,4,0,,
25,17,496,4,0,,
25,17,497,4,0,,
25,17,521,4,0,,
25,17,528,4,0,,
25,17,590,4,0,,
26,17,39,1,1,2.0,
26,17,84,1,1,1.0,
26,17,85,1,1,4.0,
26,17,98,1,1,3.0,
26,17,63,4,0,,
26,17,85,4,0,,
26,17,86,4,0,,
26,17,87,4,0,,
26,17,92,4,0,,
26,17,104,4,0,,
26,17,113,4,0,,
26,17,156,4,0,,
26,17,164,4,0,,
26,17,168,4,0,,
26,17,182,4,0,,
26,17,207,4,0,,
26,17,213,4,0,,
26,17,214,4,0,,
26,17,216,4,0,,
26,17,218,4,0,,
26,17,237,4,0,,
26,17,240,4,0,,
26,17,263,4,0,,
26,17,280,4,0,,
26,17,374,4,0,,
26,17,411,4,0,,
26,17,416,4,0,,
26,17,447,4,0,,
26,17,451,4,0,,
26,17,496,4,0,,
26,17,497,4,0,,
26,17,521,4,0,,
26,17,528,4,0,,
26,17,590,4,0,,
27,17,10,1,1,1.0,
27,17,111,1,1,2.0,
27,17,28,1,3,,
27,17,40,1,5,,
27,17,205,1,7,,
27,17,229,1,9,,
27,17,210,1,11,,
27,17,222,1,14,,
27,17,129,1,17,,
27,17,154,1,20,,
27,17,328,1,23,,
27,17,163,1,26,,
27,17,91,1,30,,
27,17,360,1,34,,
27,17,14,1,38,,
27,17,201,1,42,,
27,17,89,1,46,,
27,17,68,2,0,,
27,17,175,2,0,,
27,17,203,2,0,,
27,17,229,2,0,,
27,17,232,2,0,,
27,17,306,2,0,,
27,17,341,2,0,,
27,17,400,2,0,,
27,17,431,2,0,,
27,17,498,2,0,,
27,17,563,2,0,,
27,17,14,4,0,,
27,17,89,4,0,,
27,17,92,4,0,,
27,17,104,4,0,,
